row_index,parse_ok,length,finite_count,nonfinite_count,min,max,mean,split
221,True,2151,2151,0,0.113,1.005,0.5171064621106461,balanced
225,True,2151,2151,0,0.057,0.993,0.5009516503951651,balanced
231,True,2151,2151,0,0.066,1.037,0.643999070199907,balanced
245,True,2151,2151,0,0.064,0.976,0.48472524407252443,balanced
253,True,2151,2151,0,0.046,1.054,0.4902282659228265,balanced
255,True,2151,2151,0,0.05,0.998,0.45425987912598786,balanced
257,True,2151,2151,0,0.052,0.994,0.5339005113900511,balanced
258,True,2151,2151,0,0.053,0.992,0.4845299860529986,balanced
267,True,2151,2151,0,0.069,1.015,0.5555546257554625,balanced
269,True,2151,2151,0,0.058,0.999,0.5224635053463506,balanced
271,True,2151,2151,0,0.057,1.022,0.5614769874476988,balanced
272,True,2151,2151,0,0.049,0.91,0.4208354253835425,balanced
274,True,2151,2151,0,0.05,0.93,0.4505550906555091,balanced
282,True,2151,2151,0,0.056,0.929,0.46537889353788936,balanced
283,True,2151,2151,0,0.054,0.95,0.5587331473733148,balanced
284,True,2151,2151,0,0.06,0.93,0.44510692701069265,balanced
285,True,2151,2151,0,0.054,0.96,0.5047117619711762,balanced
288,True,2151,2151,0,0.062,0.886,0.4229167828916783,balanced
291,True,2151,2151,0,0.06,0.93,0.44510692701069265,balanced
294,True,2151,2151,0,0.11,1.087,0.6128981868898187,balanced
298,True,2151,2151,0,0.062,0.884,0.4985797303579731,balanced
311,True,2151,2151,0,0.05,0.918,0.5412882380288239,balanced
327,True,2151,2151,0,0.048,0.928,0.5266438865643888,balanced
332,True,2151,2151,0,0.069,0.878,0.5219232914923292,balanced
339,True,2151,2151,0,0.061,0.938,0.5485006973500698,balanced
356,True,2151,2151,0,0.05,0.969,0.5621687587168759,balanced
